Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Image Src,Image Position,Image Alt Text,Variant Price,Variant Compare At Price,Variant Inventory Tracker,Variant Weight Unit,Variant SKU,Option1 Name,Option1 Value
"spirit-of-fire-demo23","EN-001 Spirit of Fire (C)","<p>Spirit of Fire is a common card in Grand Archive's LGS Demo 2023 set.<p>","Weebs of the Shore","Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards","Trading Card","Set: DEMO23, Rarity: Common, Variant: Non-foil","FALSE","https://img.silvie.org/cdn/cards/DEMO23/C/EN-001.jpg","1","Spirit of Fire","","","shopify","g","IF7LE8IPDD","Title","Default Title"
"spirit-of-wind-demo23","EN-002 Spirit of Wind (C)","<p>Spirit of Wind is a common card in Grand Archive's LGS Demo 2023 set.<p>","Weebs of the Shore","Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards","Trading Card","Set: DEMO23, Rarity: Common, Variant: Non-foil","FALSE","https://img.silvie.org/cdn/cards/DEMO23/C/EN-002.jpg","1","Spirit of Wind","","","shopify","g","4UDT1BYA14","Title","Default Title"
"lorraine-wandering-warrior-demo23","EN-003 Lorraine, Wandering Warrior (C)","<p>Lorraine, Wandering Warrior is a common card in Grand Archive's LGS Demo 2023 set.<p>","Weebs of the Shore","Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards","Trading Card","Set: DEMO23, Rarity: Common, Variant: Non-foil","FALSE","https://img.silvie.org/cdn/cards/DEMO23/C/EN-003.jpg","1","Lorraine, Wandering Warrior","","","shopify","g","LDB7KIYDUY","Title","Default Title"
"lorraine-blademaster-demo23","EN-004 Lorraine, Blademaster (C)","<p>Lorraine, Blademaster is a common card in Grand Archive's LGS Demo 2023 set.<p>","Weebs of the Shore","Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards","Trading Card","Set: DEMO23, Rarity: Common, Variant: Non-foil","FALSE","https://img.silvie.org/cdn/cards/DEMO23/C/EN-004.jpg","1","Lorraine, Blademaster","","","shopify","g","V35GVW295Q","Title","Default Title"
"life-essence-amulet-demo23","EN-005 Life Essence Amulet (C)","<p>Life Essence Amulet is a common card in Grand Archive's LGS Demo 2023 set.<p>","Weebs of the Shore","Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards","Trading Card","Set: DEMO23, Rarity: Common, Variant: Non-foil","FALSE","https://img.silvie.org/cdn/cards/DEMO23/C/EN-005.jpg","1","Life Essence Amulet","","","shopify","g","1ER51UFMML","Title","Default Title"
"ornamental-greatsword-demo23","EN-006 Ornamental Greatsword (C)","<p>Ornamental Greatsword is a common card in Grand Archive's LGS Demo 2023 set.<p>","Weebs of the Shore","Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards","Trading Card","Set: DEMO23, Rarity: Common, Variant: Non-foil","FALSE","https://img.silvie.org/cdn/cards/DEMO23/C/EN-006.jpg","1","Ornamental Greatsword","","","shopify","g","OE9EZ88JLN","Title","Default Title"
"sword-of-seeking-demo23","EN-007 Sword of Seeking (U)","<p>Sword of Seeking is an uncommon card in Grand Archive's LGS Demo 2023 set.<p>","Weebs of the Shore","Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards","Trading Card","Set: DEMO23, Rarity: Uncommon, Variant: Non-foil","FALSE","https://img.silvie.org/cdn/cards/DEMO23/U/EN-007.jpg","1","Sword of Seeking","","","shopify","g","HZ94THIWGJ","Title","Default Title"
"warriors-longsword-demo23","EN-008 Warrior's Longsword (U)","<p>Warrior's Longsword is an uncommon card in Grand Archive's LGS Demo 2023 set.<p>","Weebs of the Shore","Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards","Trading Card","Set: DEMO23, Rarity: Uncommon, Variant: Non-foil","FALSE","https://img.silvie.org/cdn/cards/DEMO23/U/EN-008.jpg","1","Warrior's Longsword","","","shopify","g","T0FOF6P43N","Title","Default Title"
"banner-knight-demo23","EN-009 Banner Knight (C)","<p>Banner Knight is a common card in Grand Archive's LGS Demo 2023 set.<p>","Weebs of the Shore","Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards","Trading Card","Set: DEMO23, Rarity: Common, Variant: Non-foil","FALSE","https://img.silvie.org/cdn/cards/DEMO23/C/EN-009.jpg","1","Banner Knight","","","shopify","g","AMCFXFNJVT","Title","Default Title"
"crusader-of-aesa-demo23","EN-010 Crusader of Aesa (C)","<p>Crusader of Aesa is a common card in Grand Archive's LGS Demo 2023 set.<p>","Weebs of the Shore","Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards","Trading Card","Set: DEMO23, Rarity: Common, Variant: Non-foil","FALSE","https://img.silvie.org/cdn/cards/DEMO23/C/EN-010.jpg","1","Crusader of Aesa","","","shopify","g","9O50X5HR6X","Title","Default Title"
